area,title,room_type,square,position,detail_place,floor,total_floor,house_year,price
朝阳,北京青年城  ,4室1厅  ,191.51,南 北,北苑,高楼层,11,2004年建板楼,13500
朝阳,望花路西里  ,2室1厅  ,60.23,南 北,望京,高楼层,6,1981年建板楼,7800
朝阳,润泽公馆  ,3室2厅  ,142.96,南 北,北苑,中楼层,24,2013年建板楼,14500
朝阳,光熙家园二期  ,3室2厅  ,154.43,南 北,西坝河,中楼层,23,2008年建板塔结合,16000
朝阳,泛海国际樱海园  ,4室2厅  ,250.35,南 北,朝阳公园,高楼层,18,2007年建板楼,45000
朝阳,隆远阁  ,1室1厅  ,59,东南,芍药居,中楼层,15,2008年建板塔结合,7800
朝阳,美立方  ,2房间1卫  ,44.98,南,北苑,高楼层,13,2011年建板塔结合,5500
朝阳,胜古南里  ,2室1厅  ,72.09,南 北,惠新西街,中楼层,5,1991年建板楼,7500
朝阳,中国铁建广场  ,3房间1卫  ,78.83,东,北苑,高楼层,29,2013年建塔楼,9000
朝阳,潘家园东里  ,3室1厅  ,84.56,东南,潘家园,低楼层,18,1996年建塔楼,8000
朝阳,CBD传奇  ,1室0厅  ,45.88,南,大望路,低楼层,20,2008年建板塔结合,6500
朝阳,劲松六区  ,3室1厅  ,76.01,南 北,潘家园,中楼层,6,1983年建板楼,7800
朝阳,金地名京  ,2室1厅  ,90.06,西北 东北,四惠,高楼层,20,2009年建塔楼,11000
朝阳,金隅景和园  ,3室1厅  ,90.05,南 北,东坝,中楼层,21,2011年建板楼,6200
石景山,古城路小区  ,1室0厅  ,26.61,南,古城,中楼层,4,1958年建板楼,3500
石景山,海特花园小区  ,1室1厅  ,50.66,南 北,苹果园,高楼层,7,1999年建板楼,4200
石景山,西引力  ,1室1厅  ,50,南,八角,低楼层,18,2005年建板塔结合,4500
石景山,永乐西区  ,2室1厅  ,60.81,南,鲁谷,高楼层,6,1991年建板楼,5500
石景山,古城路小区  ,1室1厅  ,38.86,南 北,古城,中楼层,6,1980年建板楼,4200
石景山,八宝山南路29号院  ,1室1厅  ,40.4,南 北,鲁谷,高楼层,6,1990年建板楼,3800
石景山,远洋沁山水  ,3室1厅  ,139.96,南 北,鲁谷,高楼层,21,2009年建板楼,17500
石景山,玉泉路甲65号院  ,1室1厅  ,52.68,南,鲁谷,低楼层,6,1995年建板楼,4100
石景山,茂华景公阁  ,2室1厅  ,87.87,南,杨庄,低楼层,11,2007年建板楼,8000
石景山,燕山水泥厂  ,2室1厅  ,57.27,南 北,石景山其它,中楼层,6,1992年建板楼,3800
石景山,七星园  ,2室1厅  ,97.8,东 南,鲁谷,低楼层,15,2003年建板塔结合,6500
石景山,远洋沁山水  ,2室1厅  ,86.98,南,鲁谷,高楼层,20,2009年建板楼,11500
石景山,远洋山水  ,2室1厅  ,112.64,南 北,鲁谷,高楼层,26,2007年建板塔结合,8600
石景山,重兴嘉园  ,2室1厅  ,86.13,西南,鲁谷,高楼层,23,2007年建塔楼,6000
石景山,七星园  ,2室1厅  ,61.95,东 西,鲁谷,高楼层,6,1994年建板楼,5000
石景山,七星园  ,1室1厅  ,59.59,南 北,鲁谷,低楼层,6,1999年建板楼,5500
石景山,模式口西里  ,2室1厅  ,60.3,南,苹果园,高楼层,16,1987年建塔楼,4200
石景山,茂华景公院  ,3室2厅  ,141.31,南 北,杨庄,高楼层,8,2009年建板塔结合,12500
石景山,远洋沁山水  ,3室1厅  ,138.27,南 北,鲁谷,高楼层,18,2011年建板楼,17500
石景山,鼎城  ,3室2厅  ,141.59,南 北,杨庄,低楼层,19,2009年建板楼,12000
石景山,京汉旭城  ,2室1厅  ,91,南 北,鲁谷,高楼层,16,2004年建板楼,7000
石景山,金顶街四区  ,2室1厅  ,73.93,南 北,苹果园,中楼层,6,1999年建板楼,4600
石景山,地铁古城家园  ,1室1厅  ,68.58,西北,杨庄,中楼层,24,2000年建塔楼,4500
石景山,远洋山水  ,2室2厅  ,110.26,南,鲁谷,低楼层,26,2005年建板塔结合,9000
石景山,金顶街四区  ,2室1厅  ,66.99,东南,苹果园,低楼层,18,2000年建塔楼,4600
石景山,永乐西区  ,2室1厅  ,62.35,南,鲁谷,高楼层,6,1991年建板楼,4800
石景山,远洋沁山水  ,2室1厅  ,89.15,南,鲁谷,中楼层,21,2009年建板塔结合,11000
石景山,雍景天成  ,2室2厅  ,132.82,南 北,苹果园,中楼层,6,2006年建板楼,8500
石景山,当代商城鼎城  ,1房间1卫  ,45.58,西,杨庄,低楼层,16,2009年建塔楼,4100
石景山,模式口南里  ,2室1厅  ,61.3,南 北,苹果园,低楼层,6,1987年建板楼,4500
通州,当代名筑  ,1室1厅  ,53.67,西北,梨园,高楼层,12,2004年建板塔结合,3500
通州,融科香雪兰溪  ,1室0厅  ,28.6,南,马驹桥,低楼层,20,2010年建板楼,2900
通州,枫露皇苑  ,6室3厅  ,266,东 南 西 北,潞苑,低楼层,3,1996年建暂无数据,30000
通州,加华印象街  ,2室1厅  ,58.13,西,武夷花园,中楼层,11,2004年建板楼,4500
通州,柳岸方园  ,3室1厅  ,129.77,南 北,玉桥,低楼层,11,2006年建板塔结合,6600
通州,运河明珠  ,2室1厅  ,75.39,东,武夷花园,中楼层,29,2008年建塔楼,5300
通州,K2清水湾  ,2室1厅  ,57.25,西,潞苑,高楼层,27,2012年建塔楼,4100
通州,DBC加州小镇C区  ,2室1厅  ,91.59,南,临河里,中楼层,16,2010年建板塔结合,4600
通州,K2清水湾  ,3室1厅  ,87.95,南 北,潞苑,中楼层,9,2012年建板楼,8000
通州,柳岸景园  ,3室1厅  ,150.57,南 北,乔庄,高楼层,6,2003年建板楼,6000
通州,大方居  ,2室1厅  ,85.16,东 西,九棵树(家乐福),低楼层,22,2008年建板塔结合,4100
通州,时尚街区西区  ,3室1厅  ,93.3,南 西,梨园,高楼层,20,2003年建塔楼,6100
通州,加华印象街  ,3室1厅  ,125.43,南 北,武夷花园,低楼层,11,2004年建板楼,6500
通州,当代名筑  ,1室0厅  ,46.6,北,梨园,高楼层,12,2006年建板塔结合,4300
通州,经纬小区  ,2室1厅  ,77.3,南 北,通州北苑,高楼层,6,1994年建板楼,4500
通州,京杭府  ,4室1厅  ,231.39,南 北,新华大街,低楼层,36,2014年建板楼,17000
通州,金隅花石匠  ,3室1厅  ,87.68,南 北,临河里,中楼层,15,2012年建板楼,5500
通州,新华联家园北区  ,2室1厅  ,104.58,南 北,果园,高楼层,6,2004年建板楼,5900
通州,K2清水湾  ,2室1厅  ,81.67,南 北,潞苑,中楼层,27,2011年建塔楼,5600
通州,长城国际  ,1室0厅  ,43.11,东,通州北苑,中楼层,22,2010年建塔楼,3800
通州,柳岸景园  ,3室1厅  ,115.51,南 北,乔庄,高楼层,6,2003年建板楼,5200
通州,雅丽世居  ,2室1厅  ,92.27,南 北,果园,中楼层,11,2005年建板楼,5500
通州,长城国际  ,1室0厅  ,48.55,西,通州北苑,中楼层,22,2009年建塔楼,3800
通州,大方居  ,3室1厅  ,90.65,西,九棵树(家乐福),中楼层,22,2008年建板塔结合,5000
通州,华远铭悦  ,1室1厅  ,56.25,南,临河里,低楼层,27,2012年建板塔结合,3800
通州,四海公寓  ,3室1厅  ,104.85,南 北,潞苑,中楼层,6,1994年建板楼,4000
通州,杨庄15号院  ,3室2厅  ,114.6,南 北,通州北苑,中楼层,6,1996年建板楼,5500
通州,新华联家园南区  ,2室1厅  ,69.47,南 北,果园,高楼层,6,2004年建板楼,5500
通州,瑞都公园世家南区  ,2室1厅  ,93.92,南 北,临河里,中楼层,15,2007年建板楼,5200
通州,月亮城堡  ,2室1厅  ,102.21,南 北,武夷花园,高楼层,11,2005年建板塔结合,8000
西城,木樨地  ,2室1厅  ,68.6,西南,木樨地,中楼层,16,1987年建塔楼,8500
西城,永居胡同  ,1室1厅  ,40.26,南,天宁寺,低楼层,6,1986年建板楼,4500
西城,西便门外大街  ,3室2厅  ,112.6,南 北,木樨地,中楼层,6,1985年建板楼,18000
西城,依莲轩  ,1室1厅  ,69.44,西,马连道,中楼层,26,2000年建塔楼,7000
西城,建邦礼仕阁  ,1室0厅  ,56.93,东,月坛,低楼层,10,2010年建板楼,11000
西城,汽南小区  ,1室1厅  ,42,东,木樨地,高楼层,6,1985年建板楼,6200
西城,第三区  ,2房间2卫  ,33.6,北,马连道,高楼层,18,2009年建板楼,6400
西城,华荣公寓  ,1室1厅  ,130.61,北,金融街,高楼层,10,2005年建板塔结合,22000
西城,阜成门外北四巷  ,4室1厅  ,119.9,南 北,阜成门,中楼层,4,1994年建板楼,15300
西城,荣丰2008  ,1室1厅  ,34.5,西南,广安门,低楼层,10,2005年建塔楼,6900
西城,万博苑  ,3室2厅  ,121.37,南,右安门内,中楼层,23,1997年建塔楼,13500
西城,侨办大院  ,2室1厅  ,56.3,东 西,阜成门,中楼层,6,1992年建板楼,8900
西城,裕中西里  ,3室1厅  ,66.2,南,马甸,低楼层,20,1989年建塔楼,9100
西城,三里河三区  ,2室1厅  ,52.7,南 北,月坛,中楼层,5,1973年建板楼,8500
西城,百万庄中里  ,2室1厅  ,56.1,东 西,阜成门,高楼层,6,1985年建板楼,8500
西城,什坊街2号院  ,2室1厅  ,83.2,东 北,六铺炕,高楼层,21,1999年建塔楼,9500
西城,德外大街乙12号院  ,2室1厅  ,56.7,南,六铺炕,中楼层,6,1982年建板楼,7500
西城,水泥厂宿舍楼  ,1室1厅  ,39.73,南,天宁寺,高楼层,14,1982年建板塔结合,4600
西城,车站西街13号院  ,1室1厅  ,48.37,东,广安门,中楼层,6,1990年建板楼,5000
西城,西便门西里  ,1室1厅  ,42.57,南,木樨地,低楼层,6,1984年建板楼,5300
西城,小马厂西里  ,2室1厅  ,69.2,南 北,广安门,中楼层,12,1981年建板楼,7000
西城,北礼士路62号院  ,1室1厅  ,46.8,西,阜成门,中楼层,6,1996年建板楼,7000
西城,德胜门西大街74号  ,2室0厅  ,60.2,南,西直门,低楼层,12,1986年建板楼,8800
西城,四合上院  ,2室1厅  ,91.2,东 西,宣武门,中楼层,15,2011年建板塔结合,14000
西城,东南园  ,1室1厅  ,33.46,南 北,宣武门,低楼层,4,1990年建板楼,6900
西城,广安苑一期  ,2室1厅  ,71.97,南 北,天宁寺,中楼层,11,1999年建板塔结合,7300
西城,羊肉胡同120号院  ,1室1厅  ,41.1,南,金融街,中楼层,6,1992年建板楼,6500
西城,莲花池东路甲5号院  ,3室1厅  ,123.27,东 西 北,木樨地,中楼层,28,2003年建塔楼,13000
西城,莲花池东路甲5号院  ,3室1厅  ,128.38,东 西 北,木樨地,中楼层,28,2003年建塔楼,13000
西城,手帕口北街  ,2室1厅  ,57.53,南 北,广安门,低楼层,6,1989年建板楼,6000
大兴,兴海园  ,2室2厅  ,109.05,南 北,瀛海,高楼层,6,1995年建板楼,3600
大兴,清逸园  ,2室1厅  ,64.66,南,旧宫,低楼层,6,1998年建板楼,4500
大兴,云龙家园  ,1室2厅  ,72.86,南 北,旧宫,高楼层,6,2004年建板楼,4900
大兴,清逸西园  ,2室1厅  ,70.64,南 北,旧宫,高楼层,6,1999年建板楼,4200
大兴,金融街融汇  ,1室1厅  ,54.8,南,天宫院,低楼层,26,2014年建板楼,3400
大兴,亦庄北岸  ,1室0厅  ,38.68,西,旧宫,低楼层,12,2008年建板塔结合,3200
大兴,月桂庄园  ,4室2厅  ,178.03,南 北,西红门,低楼层,3,2003年建暂无数据,22000
大兴,兴海园  ,2室1厅  ,95.8,南 北,瀛海,中楼层,16,2004年建板塔结合,3500
大兴,康盛园  ,2室1厅  ,83.17,南 北,高米店南,低楼层,6,1996年建板楼,4500
大兴,车站北里  ,3室1厅  ,89.45,南 北,黄村火车站,低楼层,6,1995年建板楼,4300
大兴,德茂小区  ,3室2厅  ,112.88,南 北,瀛海,中楼层,6,2002年建板楼,4700
大兴,泰中花园  ,2室1厅  ,88.98,东南,大兴开发区,中楼层,7,1999年建板楼,5000
大兴,金融街融汇  ,2室1厅  ,76,南,天宫院,低楼层,27,2014年建板楼,4300
大兴,三羊里  ,2室1厅  ,89.64,南 北,亦庄,低楼层,6,2009年建板楼,5000
大兴,福星花园  ,2室1厅  ,123.17,南 北,西红门,高楼层,6,1998年建板楼,5500
大兴,博悦府  ,3室2厅  ,137.08,南 西,黄村中,中楼层,9,2010年建板楼,7800
大兴,枣园尚城  ,2室1厅  ,81.87,南 北,枣园,低楼层,12,2009年建板楼,4600
大兴,金惠园三里  ,4室0厅  ,99.23,东南,黄村北,中楼层,7,1998年建板楼,6000
大兴,鸿坤理想城礼域府  ,3室1厅  ,129.96,东南,西红门,中楼层,21,2012年建塔楼,8000
大兴,玉璟园  ,2室2厅  ,101.73,南 北,瀛海,中楼层,9,2005年建板楼,3900
大兴,翰林庭院  ,2室1厅  ,127.44,南 北,黄村火车站,中楼层,15,2008年建板楼,5800
大兴,清澄名苑北区  ,2室1厅  ,117.56,南 北,黄村中,高楼层,5,2005年建板楼,6200
大兴,保利首开熙悦春天  ,3室1厅  ,70.74,南 西 北,天宫院,高楼层,26,2014年建板楼,4500
大兴,观音寺南里  ,1室1厅  ,59.31,东 北,观音寺,高楼层,6,2003年建板楼,3500
大兴,福苑小区  ,1室1厅  ,51.8,南,大兴其它,中楼层,6,1996年建板楼,3000
大兴,滨河西里  ,1室1厅  ,51.07,南 北,枣园,低楼层,6,1997年建板楼,3000
大兴,中建国际港  ,2室1厅  ,89.92,南,枣园,低楼层,34,2013年建板塔结合,6000
大兴,世嘉博苑  ,2室1厅  ,90.18,南 北,西红门,中楼层,15,2009年建板塔结合,6000
大兴,兴都苑  ,1室1厅  ,52.96,南,西红门,中楼层,6,1995年建暂无数据,3600
大兴,同华园  ,2室1厅  ,74.2,南 北,西红门,中楼层,5,1998年建板楼,4500
门头沟,梧桐苑栖凤园  ,2室1厅  ,84.39,南,门头沟其它,中楼层,28,2013年建板楼,4200
门头沟,石门营新区四区  ,2室1厅  ,65,南 北,石门营,中楼层,11,暂无数据,3000
门头沟,葡东小区  ,2室1厅  ,68.64,南 北,滨河西区,中楼层,6,1998年建板楼,3200
门头沟,黑山A5区  ,1室0厅  ,45,南,大峪,中楼层,28,2015年建板楼,2300
门头沟,中昂时代广场  ,2房间1卫  ,39.21,西南,大峪,高楼层,19,2017年建塔楼,2500
门头沟,中昂时代广场  ,3房间1卫  ,67.81,南 西,大峪,高楼层,19,2017年建塔楼,3800
门头沟,葡东小区  ,2室1厅  ,80.77,东南,滨河西区,高楼层,6,2002年建板楼,3200
门头沟,中昂时代广场  ,2房间1卫  ,37.53,东南,大峪,中楼层,19,2017年建塔楼,3000
门头沟,石门营新区六区  ,2室1厅  ,65,南,石门营,中楼层,6,暂无数据,3000
门头沟,丽景长安二期  ,4室1厅  ,155,南 北,冯村,低楼层,25,2016年建板楼,8000
门头沟,永兴小区  ,3室1厅  ,99.38,南 北,滨河西区,高楼层,6,1996年建板楼,4200
门头沟,华润悦景湾  ,4房间2卫  ,54,东,滨河西区,高楼层,20,2017年建板塔结合,4000
门头沟,新桥南大街23号院  ,2室1厅  ,58.19,南 北,大峪,中楼层,6,1982年建板楼,3300
门头沟,绮霞苑  ,1室0厅  ,20.62,南,滨河西区,地下室,15,2003年建板楼,600
门头沟,向东楼小区  ,2室1厅  ,62.59,南 北,城子,高楼层,6,1985年建板楼,3500
门头沟,华润悦景湾  ,5房间2卫  ,68,东 南,滨河西区,中楼层,20,2017年建板塔结合,5500
门头沟,西长安壹号  ,3房间1卫  ,42,东,滨河西区,高楼层,17,2017年建塔楼,3500
门头沟,西山环路7号院  ,2室1厅  ,74.03,南 北,大峪,中楼层,6,暂无数据,4000
门头沟,梧桐苑知秋园  ,3室1厅  ,89.48,南 北,门头沟其它,中楼层,24,2013年建板楼,4500
门头沟,门头沟月季园  ,2室1厅  ,65.22,南 北,滨河西区,高楼层,6,1990年建板楼,3300
门头沟,永新小区  ,2室1厅  ,85.77,南 北,大峪,低楼层,6,1996年建板楼,4200
门头沟,熙旺中心  ,2房间1卫  ,65.14,东,滨河西区,中楼层,26,2010年建塔楼,5500
门头沟,双峪路小区  ,2室1厅  ,48.59,南,滨河西区,中楼层,5,1981年建板楼,3300
门头沟,中昂时代广场  ,3房间2卫  ,37.53,东 南,大峪,高楼层,19,2017年建塔楼,4000
门头沟,绮霞苑  ,2室2厅  ,72.33,南 北,滨河西区,高楼层,6,2002年建板楼,4000
门头沟,石门营新区五区  ,2室1厅  ,65,南 北,石门营,高楼层,6,暂无数据,2800
门头沟,中昂时代广场  ,3房间1卫  ,37,东北,大峪,高楼层,19,2017年建塔楼,3000
门头沟,中昂时代广场  ,2房间1卫  ,33.92,东,大峪,中楼层,19,2017年建塔楼,2800
门头沟,中门寺街6号院  ,2室1厅  ,66.56,南 北,门头沟其它,高楼层,6,2003年建板楼,3500
门头沟,承泽苑  ,2室1厅  ,74.67,南 北,滨河西区,高楼层,6,2001年建板楼,3600
丰台,宜兰园三区  ,3室1厅  ,136,南 北,花乡,中楼层,8,2009年建板塔结合,7000
丰台,城市林曦  ,3室1厅  ,151.92,南 北,六里桥,中楼层,12,2006年建板塔结合,15000
丰台,红星北里  ,2室1厅  ,105.19,南 北,和义,高楼层,7,1997年建板楼,4800
丰台,晶城秀府  ,3室1厅  ,119.47,南 西 北,成寿寺,高楼层,6,2005年建板楼,12500
丰台,万年花城二期  ,1室1厅  ,46.94,北,玉泉营,中楼层,27,2006年建塔楼,5500
丰台,万年花城五期  ,3室1厅  ,62.59,东 西,玉泉营,高楼层,12,2011年建板楼,9500
丰台,百合园  ,2室1厅  ,81.78,东 南 北,右安门外,低楼层,14,2001年建板塔结合,7200
丰台,万科紫苑  ,3房间2卫  ,81.15,东南,青塔,高楼层,9,2011年建板塔结合,9500
丰台,中海九号公馆  ,5室2厅  ,409.85,南 北,科技园区,地下室,3,2012年建暂无数据,90000
丰台,祖家庄小区  ,2室1厅  ,54.71,南 北,右安门外,中楼层,6,1989年建板楼,6000
丰台,中海苏黎世家  ,3室1厅  ,134.17,南 北,科技园区,高楼层,11,2012年建板楼,16500
丰台,嘉业大厦  ,1室1厅  ,112.52,南,刘家窑,低楼层,19,2006年建塔楼,12500
丰台,广安﹒康馨家园  ,2室1厅  ,74.03,南,青塔,高楼层,30,2013年建板塔结合,4900
丰台,久敬佳园二区  ,2室1厅  ,97.5,南 北,和义,高楼层,6,2005年建板楼,4800
丰台,北大地二里  ,2室1厅  ,63.5,东 西,北大地,中楼层,5,1980年建板楼,4300
丰台,红星北里  ,3室1厅  ,88.49,南 北,和义,高楼层,6,1997年建板楼,3900
丰台,天下儒寓  ,2室1厅  ,65.18,西南,科技园区,中楼层,28,2005年建塔楼,7800
丰台,晓月苑二里  ,3室1厅  ,87.55,南 北,卢沟桥,高楼层,6,1998年建板楼,4300
丰台,文体路甲3号院  ,2室1厅  ,80.95,南,北大地,低楼层,24,2003年建塔楼,5900
丰台,家和园  ,2室1厅  ,103.69,西南,北京南站,中楼层,16,2007年建板塔结合,8200
丰台,紫芳园二区香园  ,2室2厅  ,122.27,南 北,方庄,中楼层,11,2005年建板楼,13000
丰台,永兴里  ,3室1厅  ,68.5,南 北,丰台其它,高楼层,6,板楼,2600
丰台,万润风景  ,2室2厅  ,89.8,南 北,菜户营,中楼层,14,2006年建板楼,6500
丰台,润枫锦尚  ,2室1厅  ,88.69,南,旧宫,中楼层,10,2010年建板塔结合,4700
丰台,紫芳园三区  ,3室1厅  ,118.85,南 西 北,方庄,低楼层,22,2007年建板塔结合,13000
丰台,中海九号公馆  ,3室2厅  ,171.25,南 北,科技园区,中楼层,18,2012年建板楼,23000
丰台,四合欣园  ,2室1厅  ,90.89,南 北,科技园区,低楼层,18,板楼,5700
丰台,铁路小区  ,1室1厅  ,50.36,南,六里桥,低楼层,24,1997年建塔楼,5600
丰台,天鸿美域  ,3室1厅  ,138.94,南 北,青塔,中楼层,13,2004年建板楼,10000
丰台,晓月新苑  ,2室1厅  ,100.05,北,卢沟桥,中楼层,21,2007年建板塔结合,4800
房山,蝶翠苑  ,2房间1卫  ,68,南 北,良乡,低楼层,6,2003年建暂无数据,2500
房山,韩建青春誌  ,1室1厅  ,40,南,良乡,低楼层,15,板楼,2700
房山,花园巷小区  ,3室1厅  ,86.19,南 北,良乡,高楼层,6,2001年建板楼,2800
房山,新建巷小区  ,2室1厅  ,50.31,南,良乡,中楼层,4,1979年建板楼,2300
房山,加州水郡四期  ,2室1厅  ,89.21,南,长阳,低楼层,14,2011年建塔楼,3600
房山,加州水郡金桥国际酒店  ,1室0厅  ,35.92,东南,长阳,低楼层,16,2007年建塔楼,2500
房山,首开熙悦睿府书香  ,2房间1卫  ,48.59,南,良乡,高楼层,15,2014年建塔楼,2500
房山,阳光邑上  ,2室1厅  ,68,东 西,良乡,高楼层,6,2011年建板楼,3400
房山,长阳半岛4号院  ,3室1厅  ,95.69,南 北,长阳,高楼层,9,2012年建板楼,5300
房山,首开熙悦睿府书香  ,2室1厅  ,80.6,南,良乡,中楼层,18,2014年建板楼,3600
房山,苏庄一里小区  ,2室1厅  ,93.25,东 西,良乡,低楼层,6,2003年建板楼,5500
房山,长阳国际城二区  ,2室1厅  ,81.11,南,长阳,中楼层,20,2012年建板塔结合,4000
房山,首创新悦都  ,3室1厅  ,88.39,南 北,长阳,中楼层,17,2012年建板楼,4000
房山,西潞南大街小区  ,3室1厅  ,137.59,南 西 北,良乡,高楼层,6,1999年建暂无数据,3350
房山,绿地启航社  ,3房间1卫  ,112.16,北,长阳,中楼层,16,2013年建暂无数据,6900
房山,加州水郡二期  ,3室1厅  ,125.38,南 北,长阳,高楼层,9,2007年建板塔结合,4800
房山,碧桂园小区A区  ,2室1厅  ,91.77,南 北,长阳,高楼层,6,2003年建板楼,3200
房山,原香小镇一区  ,2室1厅  ,88.38,南 北,长阳,中楼层,10,2010年建板楼,3800
房山,月华小区  ,2室1厅  ,81.5,南 北,良乡,高楼层,6,1998年建板楼,2800
房山,金域缇香  ,3室1厅  ,105.64,东南 北,长阳,高楼层,18,2015年建板楼,5000
房山,瑞雪春堂  ,2室1厅  ,90.06,南 北,良乡,高楼层,9,2013年建板楼,3000
房山,绿城百合公寓天风苑  ,3室2厅  ,132.56,南 北,阎村,中楼层,11,2007年建板塔结合,4500
房山,首创新悦都  ,2室1厅  ,71.85,东 西,长阳,低楼层,9,2014年建板楼,3500
房山,原香小镇二区  ,3室1厅  ,143.3,南 北,长阳,中楼层,6,2010年建板楼,5000
房山,四合巷小区  ,3室1厅  ,80.24,南 北,良乡,中楼层,6,1994年建暂无数据,3100
房山,首开熙悦睿府书香  ,3室1厅  ,106.37,南 北,良乡,中楼层,18,2014年建板楼,4100
房山,国际花园  ,3室1厅  ,89.73,南 北,长阳,低楼层,18,2014年建板楼,4300
房山,加州水郡三期  ,2室1厅  ,90.7,西南,长阳,中楼层,15,2008年建板塔结合,3700
房山,加州水郡三期  ,2室2厅  ,115.6,南 北,长阳,中楼层,10,2009年建板塔结合,4000
房山,五和万科长阳天地  ,3房间2卫  ,52.26,南,长阳,中楼层,8,2017年建塔楼,4200
顺义,裕祥花园  ,5室3厅  ,219.52,南 北,后沙峪,高楼层,4,1999年建板楼,13000
顺义,龙湾别墅  ,3室2厅  ,289.62,南 北,中央别墅区,地下室,3,2006年建暂无数据,30000
顺义,中粮祥云国际生活区  ,2房间1卫  ,57.03,南,后沙峪,高楼层,9,2015年建塔楼,6500
顺义,胜利小区  ,2室1厅  ,71.78,南 北,顺义城,低楼层,6,1991年建板楼,4300
顺义,建新北区  ,2室1厅  ,59.28,南 北,顺义城,中楼层,5,1983年建板楼,3900
顺义,中铁花溪渡  ,3室2厅  ,126.64,南 北,马坡,低楼层,11,2012年建板楼,5900
顺义,江山赋  ,2室1厅  ,74.62,东 西,后沙峪,高楼层,11,2011年建板楼,5200
顺义,石园南区  ,2室1厅  ,67.22,南 北,顺义城,高楼层,6,1993年建板楼,3200
顺义,港馨家园西区  ,2室1厅  ,93.6,南 北,顺义城,中楼层,5,2006年建板楼,3800
顺义,中粮祥云国际生活区  ,3室2厅  ,167.34,南 北,后沙峪,高楼层,14,2013年建板楼,20000
顺义,裕龙一区  ,2室1厅  ,85.09,南 北,顺义城,中楼层,6,1998年建板楼,3600
顺义,幸福东区  ,1室0厅  ,42.61,南 北,顺义城,低楼层,6,1992年建板楼,2800
顺义,裕龙三区  ,2室1厅  ,96.5,南 北,顺义城,中楼层,22,2008年建板塔结合,5000
顺义,裕龙二区  ,3室2厅  ,136.17,南 北,顺义城,高楼层,6,1999年建板楼,5200
顺义,樱花园六区  ,2室2厅  ,94.78,南 北,李桥,中楼层,6,1996年建板楼,3900
顺义,双裕花园西区  ,2室1厅  ,91.08,南 北,后沙峪,中楼层,5,2003年建板楼,5500
顺义,龙府花园  ,3室2厅  ,133.83,南 北,顺义城,低楼层,5,2001年建板楼,5500
顺义,香悦四季  ,1房间1卫  ,34.02,西,马坡,高楼层,15,2014年建板楼,2100
顺义,龙府花园  ,3室1厅  ,97.58,南 北,顺义城,低楼层,6,2001年建板楼,4500
顺义,香花畦家园  ,2室2厅  ,118.08,南 北,后沙峪,中楼层,7,2006年建板楼,7300
顺义,胜利小区  ,2室1厅  ,90.17,南 北,顺义城,低楼层,6,2001年建板楼,5000
顺义,金汉绿港一区  ,1室1厅  ,60.16,西北,顺义城,中楼层,17,2007年建板楼,3600
顺义,东兴一区  ,2室1厅  ,64.84,南 北,顺义城,高楼层,6,1994年建板楼,3700
顺义,焦各庄街2号院  ,2房间1卫  ,63.88,南,顺义其它,高楼层,12,2012年建板塔结合,3700
顺义,东亚创展国际  ,2房间1卫  ,58.15,南 北,后沙峪,低楼层,15,2014年建暂无数据,4200
顺义,东亚创展国际  ,2房间1卫  ,58.15,南,后沙峪,低楼层,15,2014年建暂无数据,4200
顺义,后街花园  ,2室1厅  ,82.56,南 北,后沙峪,中楼层,6,2009年建板楼,5200
顺义,裕祥花园  ,3室2厅  ,155.03,南 北,后沙峪,高楼层,5,1999年建板楼,7000
顺义,义宾北区  ,2室1厅  ,75.8,南 北,顺义城,中楼层,6,1989年建板楼,3600
顺义,西辛北区  ,1室1厅  ,66.77,南 北,顺义城,低楼层,6,1995年建板楼,3600
东城,本家润园三期  ,2室1厅  ,63.09,东,东花市,中楼层,18,2005年建板塔结合,8100
东城,华世隆国际公寓  ,3室1厅  ,155.8,南 北,安贞,中楼层,8,2000年建塔楼,18000
东城,大菊胡同  ,3室0厅  ,64.5,南 北,东四,低楼层,1,1956年建暂无数据,30000
东城,朝阳首府  ,2室1厅  ,87.66,西,朝阳门内,中楼层,15,2009年建塔楼,14000
东城,朝阳门南小街  ,3室1厅  ,85,南 北,朝阳门内,中楼层,16,2004年建板塔结合,12500
东城,南弓匠营胡同  ,3室1厅  ,84.85,南 北,朝阳门内,中楼层,6,2003年建板楼,13000
东城,东环居苑  ,1室1厅  ,60.57,南,广渠门,低楼层,22,2004年建塔楼,6500
东城,自由季  ,1房间1卫  ,55.87,南,广渠门,中楼层,10,2010年建板塔结合,5800
东城,左安漪园  ,3室1厅  ,112.47,东,左安门,中楼层,15,2004年建塔楼,8800
东城,国瑞城东区  ,3室1厅  ,94.26,南,崇文门,高楼层,8,2006年建板塔结合,12500
东城,长安太和  ,1室1厅  ,105.21,西,建国门内,低楼层,24,2012年建板楼,25000
东城,民安小区东直门北中街  ,3室1厅  ,113.51,南 北,东直门,高楼层,4,2002年建板楼,17000
东城,兴隆都市馨园  ,1室2厅  ,72.6,南,崇文门,中楼层,6,2003年建板塔结合,8500
东城,国瑞城西区  ,2室1厅  ,107.75,东北,崇文门,低楼层,16,2009年建塔楼,18000
东城,保利蔷薇  ,2室1厅  ,88.63,西北,广渠门,中楼层,16,2008年建板塔结合,10300
