data-id,城市,景点,点评
62843,新巴尔虎右旗,呼伦湖,1132
62843,新巴尔虎右旗,贝尔湖(中国界),80
62843,新巴尔虎右旗,成吉思汗拴马桩,33
62843,新巴尔虎右旗,金海岸旅游景区,9
62843,新巴尔虎右旗,乌兰诺尔湿地,2
11258,绵山,绵山景区,382
11258,绵山,张壁古堡,225
11258,绵山,栖贤谷,112
11258,绵山,云峰寺,76
11258,绵山,绵山天桥,118
63118,乌审旗,察罕苏力德游牧生态旅游区,5
63118,乌审旗,萨拉乌苏遗址,5
63118,乌审旗,甘霖乌素旅游景区,1
63118,乌审旗,萨拉乌苏旅游区,0
14401,长治,红豆峡(太行山大峡谷),88
14401,长治,壶关太行山大峡谷自然风光...,45
14401,长治,挂壁公路,30
14401,长治,青龙峡(太行山大峡谷),40
14401,长治,阱底村,13
145815,铜锣乡,桐花公园客家大院,7
143407,陆河县,没有,0
62939,喀喇沁旗,美林谷风景区,25
62939,喀喇沁旗,喀喇沁亲王府,42
62939,喀喇沁旗,马鞍山国家森林公园,2
62939,喀喇沁旗,康宁寺,5
64135,平远,五指石,57
64135,平远,南台山,3
64135,平远,松溪河风景区,0
64135,平远,上举相思谷风景区,0
25315,介休,绵山景区,382
25315,介休,张壁古堡,225
25315,介休,栖贤谷,112
25315,介休,云峰寺,76
25315,介休,绵山天桥,118
145836,九如,没有,0
63795,宣威,东山,3
63795,宣威,九龙桥,3
63795,宣威,浦在廷故居,0
62941,宁城,道须沟,9
62941,宁城,倒须沟,4
62941,宁城,道须沟旅游风景区,3
62941,宁城,紫蒙湖旅游风景区,0
140759,寻甸,锦绣园/七彩坡,81
140759,寻甸,石板河风景区,13
140759,寻甸,寻甸北大营草原,8
140759,寻甸,凤龙湾景区薰衣草庄园,5
140759,寻甸,轎子山,1
64133,紫金,越王山风景区,5
63856,五台县,五台山,463
63856,五台县,佛光寺,61
63856,五台县,台怀镇,207
63856,五台县,镇海寺,89
63856,五台县,南禅寺,40
38972,金平,马鞍底拉登瀑布群,2
38972,金平,个旧绿水河旅游度假区,4
143400,化州,南山寺观音殿,8
66242,凉城,凉城岱海,50
143403,五华县,五华热矿泥温泉山庄,3
66290,和平,林寨古村,5
66290,和平,热龙温泉,3
66290,和平,热龙温泉度假村5D水秀梦境,0
141509,嵩明,法界寺森林公园,2
141509,嵩明,双胞文化园,0
63409,苏尼特左旗,额尔敦敖包,36
63409,苏尼特左旗,布林庙,3
16645,靖海,客鸟尾,20
16645,靖海,客鸟尾,0
29359,吕梁,李家山村,177
29359,吕梁,碛口古镇,172
29359,吕梁,黑龙庙,111
29359,吕梁,西湾村,85
29359,吕梁,黄河画廊(黄河百里水蚀浮雕),59
140548,翁源,东华禅寺,0
143762,遂溪,遂溪孔子文化城,7
63060,梁河,南甸宣抚司署,9
62821,镶黄旗,没有,0
11636,阳泉,娘子关风景区,151
11636,阳泉,藏山风景区,56
11636,阳泉,阳泉固关长城,19
11636,阳泉,翠枫山自然风景区,17
11636,阳泉,大汖村,15
140551,广宁,广宁竹海大观,49
140551,广宁,宝锭山,15
140551,广宁,宝锭山风景区,0
63068,师宗,凤凰谷,12
63068,师宗,菌子山景区,5
64476,东源,镜花缘生态旅游度假风景区,58
64476,东源,桂山,53
64476,东源,苏家围,29
64476,东源,万绿谷,26
64476,东源,苏家围客家乡村旅游区,15
62827,正镶白旗,乌兰五台,102
143401,蕉岭,蕉岭石寨土楼,3
63324,固阳,白云鄂博草原,11
63324,固阳,秦长城,5
63324,固阳,春坤山,0
62943,阿鲁科尔沁旗,没有,0
12857,朔州,应县木塔,457
12857,朔州,释迦木塔,31
12857,朔州,朔州崇福寺,23
12857,朔州,杀虎口长城,21
12857,朔州,应县佛宫寺,13
141529,富宁,没有,0
62937,阿荣旗,牧人寨旅游度假区,1
175478,始兴县,满堂客家大围,16
175478,始兴县,深渡水生态景区,19
175478,始兴县,广东车八岭国家级自然保护区,14
175478,始兴县,铜钟寨景区,9
18713,宁武,芦芽山风景名胜区,191
18713,宁武,万年冰洞国家地质公园,185
18713,宁武,悬崖栈道,18
18713,宁武,马仑草原,24
18713,宁武,悬棺,23
141535,易门,没有,0
144744,丰镇,没有,0
11633,榆次,常家庄园,182
11633,榆次,榆次老城,181
11633,榆次,乌金山国家森林公园,38
11633,榆次,榆次城隍庙,24
11633,榆次,榆次县衙,12
16944,永济,普救寺,144
16944,永济,鹳雀楼景区,226
16944,永济,神潭大峡谷,72
16944,永济,五老峰,56
16944,永济,黄河大铁牛,52
140736,清新区,古龙峡,268
140736,清新区,天子山瀑布,18
140736,清新区,宝晶宫生态旅游度假区,31
140736,清新区,笔架山旅游区,20
140736,清新区,清远清泉湾,14
63866,浑源,恒山,910
63866,浑源,永安寺,18
63866,浑源,恒山水库,23
63866,浑源,北岳庙,14
63866,浑源,圆觉寺砖塔,12
63061,泸水,怒江大峡谷,124
63061,泸水,老姆登教堂,33
63061,泸水,怒江大桥,33
63061,泸水,六库向阳桥,19
63061,泸水,那恰洛峡谷,16
64938,车城乡,国立海洋生物博物馆,1073
64938,车城乡,屏东车城福安宫,22
64938,车城乡,后湾,17
64938,车城乡,四重溪温泉公园,4
62825,阿巴嘎旗,灰腾梁风场,17
62825,阿巴嘎旗,查干淖尔,0
144160,和林格尔,呼和浩特敖包山,26
144160,和林格尔,贺家大院,8
144160,和林格尔,三十二长城,1
20669,林寨古村,没有,0
63857,灵石,王家大院,838
63857,灵石,红崖大峡谷景区,15
63857,灵石,山西石膏山风景名胜区,8
63857,灵石,资寿寺,5
63857,灵石,后沟古村,5
145842,南州,没有,0
144161,土默特左旗,哈素海,71
144161,土默特左旗,伊利工业园区,40
144161,土默特左旗,乌兰夫纪念馆,10
144161,土默特左旗,清真大寺(全胜路),7
144161,土默特左旗,敕勒川草原文化旅游区,0
175544,潮南区,没有,0
75915,尖石,司马库斯,5
75915,尖石,薰衣草森林(尖石店),6
63843,吉县,黄河壶口瀑布国家地质公园,251
63843,吉县,中市景区,32
63843,吉县,挂甲山石刻,0
63843,吉县,铁佛寺,0
22874,阳城,皇城相府,308
22874,阳城,阳城蟒河景区,37
22874,阳城,郭峪村,22
22874,阳城,山西阳城天官王府旅游景区,12
22874,阳城,九女仙湖,30
62947,突泉,没有,0
63858,祁县,乔家大院,844
63858,祁县,渠家大院,49
63858,祁县,昭馀古城,20
63858,祁县,祁县古城,1
19640,应县,应县木塔,457
19640,应县,释迦木塔,31
19640,应县,应县佛宫寺,13
19640,应县,朔州净土寺,1
19640,应县,龙潭湖,3
165652,坪石,没有,0
173786,公馆乡,没有,0
63948,平顺,阱底村,13
63948,平顺,黑龙潭景区(太行山大峡谷),13
63948,平顺,神龙湾生态民俗度假村,13
63948,平顺,天脊山省级地质公园,12
63948,平顺,平顺大云院,5
174116,横山乡,内湾老街,33
174116,横山乡,内湾火车站,3
174116,横山乡,合兴爱情车站,8
145839,林边,没有,0
18181,鹅凰嶂,没有,0
64876,竹北,没有,0
62936,鄂温克族自治旗,巴彦呼硕(白音呼硕)草原旅游区,23
62936,鄂温克族自治旗,红花尔基樟子松国家森林公园,68
62936,鄂温克族自治旗,鄂温克博物馆,25
62936,鄂温克族自治旗,吉祥草原,2
62936,鄂温克族自治旗,五泉山自然保护区,0
18085,七礤溪谷,没有,0
63851,洪洞,大槐树寻根祭祖园,157
63851,洪洞,广胜寺,56
63851,洪洞,飞虹塔,22
63851,洪洞,洪洞明代监狱,33
63851,洪洞,水神庙,8
16182,黄埔古港,没有,0
145848,雾台,没有,0
63852,偏关,老牛湾,81
63852,偏关,万家寨,10
63852,偏关,寺沟渡口,1
63862,陵川,王莽岭,141
63862,陵川,八里沟景区,193
63862,陵川,锡崖沟,51
63862,陵川,双底村,21
63862,陵川,凤凰欢乐谷,14
144743,察哈尔右翼前旗,玫瑰营镇天主教堂,1
145831,潮州镇,没有,0
141520,宁洱,那柯里村,12
141520,宁洱,茶源广场,8
19817,聚龙村,没有,0
63850,临县,李家山村,177
63850,临县,碛口古镇,172
63850,临县,黑龙庙,111
63850,临县,西湾村,85
63850,临县,黄河画廊(黄河百里水蚀浮雕),59
63320,准格尔旗,油松王,3
63320,准格尔旗,油松王旅游区,1
64113,华宁,象鼻温泉,4
64113,华宁,象鼻山温泉森林公园,5
15991,太谷,曹家大院,25
15991,太谷,孔祥熙宅院,15
15991,太谷,无边寺,8
15991,太谷,晋中太谷县白塔,8
15991,太谷,山西农业大学,1
63067,沾益,海峰湿地,37
63067,沾益,珠江源风景区,21
63067,沾益,海峰湿地自然保护区,6
63067,沾益,天坑自然保护区,3
63067,沾益,天生洞公园,2
17694,丹霞山,丹霞山,985
17694,丹霞山,丹霞山性博文化博物馆,24
17694,丹霞山,牛鼻村,2
18288,船底顶,船底顶,101
63853,代县,雁门关,142
63853,代县,阿育王塔,10
63853,代县,白草口长城,4
63853,代县,代州文庙,2
63853,代县,代县边靖楼,1
63065,水富,西部大峡谷,90
63065,水富,邵女坪风景区,0
144738,敖汉旗,没有,0
17812,陈家祠,陈家祠,1968
17812,陈家祠,民间工艺博物馆,3
144741,科尔沁左翼中旗,内蒙古通辽市孝庄园文化旅游区,27
144741,科尔沁左翼中旗,珠日河草原旅游区,41
144741,科尔沁左翼中旗,国家级东沟湿地狩猎区,6
144741,科尔沁左翼中旗,孝庄园文化旅游区,0
16025,沙面,沙面,3987
16025,沙面,沙面街道,354
44038,林西,没有,0
28460,海珠湖,海珠湖,122
21781,大夫山,大夫山森林公园,887
21781,大夫山,碧桂园欢乐世界,2
21781,大夫山,碧桂园儿童职业体验中心,2
17898,原平,忻州天涯山,19
17898,原平,鹰愁梁,0
17898,原平,惠济寺,0
141533,峨山,高香万亩生态茶文化园(云茶...,1
18311,勐罕,西双版纳神话园,13
30063,白云鄂博,白云鄂博矿山,10
13116,西樵山,西樵山,384
62938,莫力达瓦达斡尔族自治旗,月亮泡,31
62938,莫力达瓦达斡尔族自治旗,莫力达瓦达斡尔族自治旗巴...,2
34676,李家山,没有,0
18160,连州大东山,大东山,2
18160,连州大东山,大东山温泉度假区,1
63062,福贡,知子罗,30
63062,福贡,石月亮,48
63062,福贡,碧罗雪山,15
63062,福贡,飞来石,13
63062,福贡,石月亮观景台,10
63002,乌拉特中旗,温根塔拉草原旅游区,10
28891,沙扒湾,沙扒湾,279
28891,沙扒湾,沙扒镇海水浴场,53
28891,沙扒湾,阳西青洲岛,5
141506,屏边苗族自治县,滇越铁路五家寨人字桥,9
141506,屏边苗族自治县,大围山国家公园,5
141506,屏边苗族自治县,屏边大围山,0
63574,江川,抚仙湖,702
63574,江川,孤山岛,36
63574,江川,明星风景区(阳光海岸),12
63574,江川,星云湖,12
63574,江川,抚仙湖孤山风景区,9
145847,万峦,万金圣母圣殿,5
145847,万峦,万峦五沟水,2
21711,昔阳,昔阳大寨村生态农业园,12
21711,昔阳,大寨森林公园,9
21711,昔阳,水磨头,7
21711,昔阳,大寨陈永贵故居,9
21711,昔阳,毛家老宅,0
145852,竹田,没有,0
63867,盂县,藏山风景区,56
63867,盂县,大汖村,15
63867,盂县,滹沱河生态旅游区,3
63867,盂县,黑山大峡谷,0
140552,鄂托克前旗,大沙头生态文化旅游区,0
145841,玛家,没有,0
26315,中国第一滩,茂名中国第一滩,200
26315,中国第一滩,江泽民留影台,19
26315,中国第一滩,海滨公园,8
23392,平陆,没有,0
144243,方山,北武当山,24
144159,鄂托克旗,没有,0
63865,壶关,红豆峡(太行山大峡谷),88
63865,壶关,壶关太行山大峡谷自然风光...,45
63865,壶关,挂壁公路,30
63865,壶关,青龙峡(太行山大峡谷),40
63865,壶关,八泉峡,4
36310,南鹏岛,南鹏岛,4
136487,枋山,没有,0
63840,芮城,运城永乐宫,68
63840,芮城,风陵渡,34
63840,芮城,永乐宫,23
63840,芮城,中条山,12
63840,芮城,大禹渡景区,5
30838,黑石顶,没有,0
145830,望安乡,望安岛,26
63105,杭锦旗,七星湖沙漠生态旅游区,102
63105,杭锦旗,鄂尔多斯草原旅游区,89
63105,杭锦旗,神光响沙旅游区,66
63105,杭锦旗,夜鸣沙景区,39
63105,杭锦旗,伊和温泉度假村,3
145864,延平,清净农场,33
145864,延平,都兰国小,1
21936,右玉,杀虎口长城,21
21936,右玉,杀虎关,14
21936,右玉,宝宁寺,1
21936,右玉,右玉南山滑雪场,0
21062,紫云谷,没有,0
18983,鼎湖山,鼎湖山景区,578
18983,鼎湖山,鼎湖,181
18983,鼎湖山,羚羊峡,22
18983,鼎湖山,荣睿纪念碑,3
14785,小洲村,小洲村,1157
14785,小洲村,小洲艺术创意广场,47
14785,小洲村,简氏宗祠,5
14785,小洲村,瀛洲生态园,25
144162,托克托,神泉生态旅游风景区,17
19156,交城,庞泉沟自然保护区,20
19156,交城,卦山,27
19156,交城,玄中寺,12
19156,交城,南阳沟亚高山草甸旅游区,5
17487,红砖厂,红专厂创意园,1661
144745,化德,黄羊滩,1
174140,南澳乡,太平山原始森林公园,17
174140,南澳乡,南澳自然田,3
174140,南澳乡,新寮瀑布,1
144747,科尔沁右翼前旗,葛根庙,19
144747,科尔沁右翼前旗,白音哈达草原,8
144747,科尔沁右翼前旗,葛根庙,2
144747,科尔沁右翼前旗,察尔森湖度假区,3
144747,科尔沁右翼前旗,白音哈达,2
75786,五结,宜兰国立传统艺术中心,92
75786,五结,冬山河亲水公园,22
75786,五结,亲水公园,4
75786,五结,冬山河亲子公园,2
17151,大汖,没有,0
64957,白沙乡,吉贝沙滩,26
64957,白沙乡,通梁古榕,23
64957,白沙乡,吉贝屿,17
64957,白沙乡,吉贝岛,6
64957,白沙乡,澎湖白沙中屯绿能源公园,5
140554,阳曲,青龙古镇,32
140554,阳曲,不二寺,2
28094,南昆山,南昆山国家森林公园,143
28094,南昆山,南昆三寨谷,8
174374,五原,没有,0
21814,汾河,没有,0
17798,黄崖洞,没有,0
33039,梧桐山,梧桐山,737
18307,勐仑,没有,0
144165,扎赉特旗,乌兰毛都草原,0
63335,卓资,红石崖寺旅游区,0
63335,卓资,九龙湾,0
63860,沁水,湘峪古堡,5
63860,沁水,柳氏民居,7
63860,沁水,山西沁水历山国家森林公园,2
63860,沁水,赵树理故居,4
63860,沁水,窦庄村,3
18627,双月湾,双月湾观景点,76
18627,双月湾,海龟自然保护区,90
30990,高平,开化寺,4
30990,高平,定林寺,3
30990,高平,羊头山石窟,3
30990,高平,高平羊头山炎帝文化旅游区,4
30990,高平,长平之战遗址,4
142386,八宝,没有,0
143755,禄充,没有,0
141530,麻栗坡,麻栗坡老山,17
141530,麻栗坡,老山风景名胜区,5
141530,麻栗坡,麻栗坡烈士陵园,8
174647,楚雄市,彝人古镇,126
174647,楚雄市,彝人古镇彝人部落,145
174647,楚雄市,武家大院,41
174647,楚雄市,楚雄州博物馆,32
174647,楚雄市,大龙祠,15
139652,清徐,太原宝源老醋坊,2
139652,清徐,龙林山,4
139652,清徐,六合村天主教堂,0
63069,富源,胜境关,7
63069,富源,多乐园风景区,0
144737,土默特右旗,美岱召,59
144737,土默特右旗,九峰山自然保护区,9
144737,土默特右旗,鄂尔多斯美岱召,3
144737,土默特右旗,敕勒川博物馆,5
27459,三角洲岛,三角洲岛,225
27459,三角洲岛,三角洲,17
27459,三角洲岛,大亚湾三角洲岛俱乐部,5
140668,武乡,八路军太行纪念馆,18
140668,武乡,八路军文化园,12
140668,武乡,山西八路军游击战体验园,20
140668,武乡,太行龙洞,1
140668,武乡,板山,1
19419,蟒河,没有,0
174365,磴口,人根峰,16
174365,磴口,鸡鹿塞,8
174365,磴口,三封古城遗址,2
174365,磴口,阴山岩画,9
174365,磴口,纳林湖景区,2
10777,大亚湾,三角洲岛,225
10777,大亚湾,三角洲,17
10777,大亚湾,大亚湾三角洲岛俱乐部,5
143714,固东镇,没有,0
20987,离石,庞泉沟,32
20987,离石,刘胡兰纪念馆,12
20987,离石,白马仙洞,4
20987,离石,安国寺,5
20987,离石,华国锋陵园,9
174362,乌拉特后旗,格尔敖包沟,2
174362,乌拉特后旗,炭窑口红石山,0
18525,大甲岛,大甲岛,31
16868,片马,怒江驼峰航线纪念馆,5
16868,片马,片马镇人民英雄抗战纪念碑,4
37378,大梅沙,大梅沙海滨公园,1819
37378,大梅沙,小梅沙,817
37378,大梅沙,大峡谷天街,27
37378,大梅沙,东部华侨城大剧院,38
174368,杭锦后旗,内蒙古酒文化博物馆,3
63847,汾阳,汾酒文化景区,24
63847,汾阳,文峰塔,9
63847,汾阳,汾酒博物馆,5
63847,汾阳,汾阳市烈士陵园,3
63847,汾阳,太符观,1
140761,姚安,姚安光禄古镇,10
140761,姚安,姚安龙华寺,5
140761,姚安,姚安路军民总管府,4
140761,姚安,姚安路军民总统府,1
63846,霍州,七里峪风景区,12
63846,霍州,霍州署,23
63846,霍州,陶唐峪景区,20
63846,霍州,霍州古楼,15
63846,霍州,陶唐峪,7
21380,杨梅坑,杨梅坑,639
18439,百万葵园,百万葵园,443
26653,华南农业大学,华南农业大学,380
17777,嘎拉德斯汰,没有,0
144232,侯马,彭真故居,5
140553,阳高,边墙五堡,12
140553,阳高,土长城,24
140553,阳高,阳高长城,1
140553,阳高,释迦寺,2
140553,阳高,守口堡,0
173582,元长乡,没有,0
144535,万荣乡,林田山林场,162
144535,万荣乡,林田山林业文化园区,38
144535,万荣乡,富源森林游乐园,9
144535,万荣乡,瑞穗温泉山庄,3
144163,开鲁,莫力庙水库沙湖旅游区,0
145940,田中,田中森林公园,1
145829,竹山,忘忧森林,8
145829,竹山,紫南宫,6
145829,竹山,杉林溪森林生态渡假园区,4
34261,荷包岛,荷包岛,84
144746,商都,没有,0
64924,溪湖,没有,0
66285,平定,娘子关风景区,151
66285,平定,阳泉固关长城,19
66285,平定,娘子关瀑布,22
66285,平定,平阳湖,11
66285,平定,冠山风景区,6
27672,下坝坊,下坝坊,274
53658,代钦塔拉,没有,0
144234,乡宁,云丘山旅游风景区,24
63849,黎城,黄崖洞风景区,15
63849,黎城,天台庵,3
63849,黎城,黎城城隍庙,0
63854,定襄,阎锡山旧居,9
63854,定襄,凤凰山景区,1
63854,定襄,西河头地道战纪念馆,1
63854,定襄,金鼎文化广场,2
10286,腾格里沙漠,没有,0
145941,员林,没有,0
10158,浑善达克,没有,0
144534,凤林,新光兆丰休闲农场,33
144534,凤林,花莲玫瑰石艺术馆,0
16022,东部华侨城,东部华侨城,1385
16022,东部华侨城,茵特拉根温泉,25
21294,松山湖,松山湖风景区,363
20342,小辣甲,小辣甲,20
145855,达仁,没有,0
10095,桂林,漓江,3994
10095,桂林,西街,4957
10095,桂林,龙脊梯田,1638
10095,桂林,桂林两江四湖,1655
10095,桂林,桂林千古情景区,967
10027,阳朔,桂林千古情景区,967
10027,阳朔,遇龙河,3705
10027,阳朔,西街,4957
10027,阳朔,阳朔十里画廊,2588
10027,阳朔,漓江漂流(杨堤-兴坪段),2790
63861,泽州,珏山,46
63861,泽州,青莲寺,19
63861,泽州,府城玉皇庙,6
63861,泽州,丹河大桥,6
63861,泽州,山里泉旅游区,3
15956,响沙湾,没有,0
38273,广武,没有,0
145857,东河乡,水往上流,183
145857,东河乡,太麻里金针山,26
145857,东河乡,都兰糖厂,15
145857,东河乡,金樽,10
145857,东河乡,都兰遗址,5
10796,北海,北海银滩,2223
10796,北海,涠洲岛,1635
10796,北海,北海老街,1696
10796,北海,侨港风情街,454
10796,北海,冠头岭国家森林公园,209
18000,莫尔道嘎,莫尔道嘎国家森林公园,640
18000,莫尔道嘎,龙岩山景区,41
21048,河曲,黄河晋陕大峡谷,4
21048,河曲,西口古渡,8
21048,河曲,忻州娘娘滩,5
21048,河曲,石径禅院,1
10453,涠洲岛,涠洲岛,1635
10453,涠洲岛,中石化原油码头,302
10453,涠洲岛,斜阳岛,87
10453,涠洲岛,圣母堂,195
10453,涠洲岛,南湾中心,57
141507,富民,云南昆明西游洞,21
141507,富民,昆明宝石洞风景区,2
141507,富民,明熙森林温泉,1
141507,富民,伽峰山风景区,1
141507,富民,宝石洞,1
17305,乌珠穆沁,没有,0
187154,云冈镇,大同云冈石窟博物馆,367
187154,云冈镇,20窟,371
187154,云冈镇,万佛洞,264
187154,云冈镇,6窟,188
187154,云冈镇,1、2窟,189
141528,双江,没有,0
17759,大理新华村,新华村,13
18971,后沟,没有,0
10308,南宁,青秀山风景区,701
10308,南宁,扬美古镇,180
10308,南宁,南湖公园,456
10308,南宁,广西民族博物馆,131
10308,南宁,广西大学,289
63845,曲沃,晋国博物馆,2
63845,曲沃,磨盘岭农业观光园区-水上乐园,1
63845,曲沃,感应寺砖塔,1
141504,绿春,桐株梯田,1
141437,大关,黄连河风景区,21
141437,大关,大海子,10
10776,格根塔拉,格根塔拉草原旅游中心,26
10776,格根塔拉,格根塔拉草原,20
18919,岱海,凉城岱海,50
141512,耿马,阿佤山,8
141512,耿马,孟定洞景佛寺,3
141512,耿马,耿马总佛寺,4
141512,耿马,甘东公园,1
18065,龙脊梯田,龙脊梯田,1638
18065,龙脊梯田,黄洛瑶寨,2
18065,龙脊梯田,天下第一长发村,2
18065,龙脊梯田,龙脊茶树种植园,4
18065,龙脊梯田,中禄寨,1
23122,居延海,居延海,712
139776,草海镇,新华村,13
144230,浮山,没有,0
62922,漾濞,寂照庵,139
62922,漾濞,大理苍山石门关景区,25
62922,漾濞,黑龙潭,13
11755,黄姚古镇,古镇石板街,323
11755,黄姚古镇,带龙桥,264
11755,黄姚古镇,仙人古井,193
11755,黄姚古镇,龙爪榕,202
11755,黄姚古镇,石跳桥,171
63571,永胜,石头村,5
63571,永胜,玉水村,2
63571,永胜,羊坪水库,0
19545,呼伦湖,呼伦湖,1132
19545,呼伦湖,成吉思汗拴马桩,33
19545,呼伦湖,达莱湖旅游区,12
19545,呼伦湖,金海岸旅游景区,9
64944,卑南,杉原海洋生态公园,6
64944,卑南,台东原生应用植物园,2
145827,中寮,没有,0
20437,灯笼河草原,没有,0
63841,新绛,龙兴寺,8
63841,新绛,隋代花园绛州大堂,6
63841,新绛,文庙,4
63841,新绛,绛守居园池,2
63841,新绛,新绛县龙泉村,2
15958,辉腾锡勒草原,辉腾希勒天然植物园,12
12513,柳州,龙潭公园,225
12513,柳州,三江程阳风雨桥,190
12513,柳州,程阳八寨景区,104
12513,柳州,柳侯公园,179
12513,柳州,柳州工业博物馆,56
19523,呼和诺尔,呼和诺尔旅游景区,133
12913,贺州,黄姚古镇,641
12913,贺州,姑婆山国家森林公园,211
12913,贺州,贺州玉石林景区,54
12913,贺州,钟山十里画廊,33
12913,贺州,十八水风景区,49
145856,大武,没有,0
20990,隰县,小西天,24
20990,隰县,千佛庵,2
140667,河津,九龙公园,2
11366,希拉穆仁草原,希拉穆仁草原,329
144260,稷山,青龙寺,11
144260,稷山,店头古村,21
144260,稷山,新绛天主教堂,8
144260,稷山,段氏宋金墓,6
144260,稷山,马村砖雕墓,3
144250,怀仁,怀仁县金沙滩生态旅游区,7
145823,国姓,没有,0
13701,防城港,万尾金滩,264
13701,防城港,白浪滩,173
13701,防城港,防城港怪石滩,109
13701,防城港,簕山古渔村,36
13701,防城港,十万大山国家森林公园,26
144227,左权,龙泉国家森林公园,2
144227,左权,曙光钱币博物馆,1
13159,龙胜,龙脊梯田,1638
13159,龙胜,龙胜龙脊山,91
13159,龙胜,龙胜南山牧场,15
13159,龙胜,白面瑶寨,3
13159,龙胜,银水侗寨,10
144164,巴彦查干镇,没有,0
11811,毛乌素沙漠,毛乌素沙漠,30
64939,满州,佳乐水风景区,406
64939,满州,港口吊桥,33
64939,满州,南仁山生态保护区,5
64939,满州,七孔瀑布群,9
64939,满州,南仁山,4
63844,襄汾,丁村遗址,11
63844,襄汾,丁村民居,7
63844,襄汾,丁村民俗博物馆,4
63844,襄汾,东岭生态滑雪场,2
63844,襄汾,双龙湖湿地公园,0
64950,丰滨,石梯坪,364
64950,丰滨,芭崎瞭望台,49
64950,丰滨,矶崎海滨休憩区,17
64950,丰滨,长虹桥,36
64950,丰滨,新社梯田,9
20470,美林谷,美林谷风景区,25
144222,灵丘,觉山寺,8
144222,灵丘,桃花山,0
10508,漓江,漓江古东景区,18
10508,漓江,訾洲,2
18002,多伦湖,没有,0
145936,土库,没有,0
36937,东兴,万尾金滩,264
36937,东兴,东兴京岛风景名胜区,40
36937,东兴,东兴屏峰雨林公园,18
36937,东兴,古榕部落,16
36937,东兴,七彩贝丘湾,6
26480,梧州,骑楼城,143
26480,梧州,龙母庙,70
26480,梧州,石表山景区,25
26480,梧州,白云山景区,46
26480,梧州,梧州中山公园,36
18059,神池,神池国家登山步道,3
144223,天镇,没有,0
10068,哈尔滨,圣·索菲亚大教堂,5624
10068,哈尔滨,中央大街步行街,4985
10068,哈尔滨,亚布力森林小火车,19
10068,哈尔滨,亚布力阳光度假村,45
10068,哈尔滨,松花江,2874
64893,头份,没有,0
144246,文水,没有,0
17133,百色,通灵大峡谷,266
17133,百色,鹅泉,146
17133,百色,渠洋湖,44
17133,百色,旧州老街,80
17133,百色,大石围天坑群,36
10301,大连,大连滨海路,1892
10301,大连,金石滩国家旅游度假区,894
10301,大连,圣亚海洋世界,1117
10301,大连,俄罗斯风情街,1098
10301,大连,渔人码头,756
63859,娄烦,云顶山,18
145820,竹南,没有,0
12309,巴马,巴马长寿村,176
12309,巴马,百魔洞,149
12309,巴马,百鸟岩,83
12309,巴马,长寿水晶宫,85
12309,巴马,盘阳河,48
18310,章朗,章朗村,13
18310,章朗,章朗总佛寺,1
18310,章朗,章郎村,2
10072,长白山,长白山天池,4583
10072,长白山,长白山北坡,953
10072,长白山,西坡天池,728
10072,长白山,长白山风景区,531
10072,长白山,长白瀑布,1042
144225,寿阳,方山国家森林公园,0
144225,寿阳,祁寯藻故里,0
144258,闻喜,堆云洞,5
144247,孝义,没有,0
18291,靖西,通灵大峡谷,266
18291,靖西,鹅泉,146
18291,靖西,渠洋湖,44
18291,靖西,旧州老街,80
18291,靖西,古龙山峡谷群,37
10127,雪乡,羊草山,584
10127,雪乡,雪韵大街,441
10127,雪乡,雪乡国家森林公园,281
10127,雪乡,雪乡影视城,122
10127,雪乡,大北岔,52
13188,崇左,德天跨国大瀑布,844
13188,崇左,明仕田园,257
13188,崇左,归春河,82
13188,崇左,花山壁画,48
13188,崇左,归春界河,42
141515,云县,没有,0
63836,三江,三江程阳风雨桥,190
63836,三江,程阳八寨景区,104
63836,三江,三江鼓楼,96
63836,三江,丹洲岛,33
63836,三江,侗乡鸟巢,39
10075,沈阳,沈阳故宫博物院,2059
10075,沈阳,北陵公园,957
10075,沈阳,张氏帅府博物馆,1072
10075,沈阳,九一八历史博物馆,717
10075,沈阳,沈阳世博园,684
63842,垣曲,历山舜王坪景区,16
63842,垣曲,历山猕猴源景区,1
63842,垣曲,望仙大峡谷,1
63842,垣曲,望仙风景区,3
63842,垣曲,运城历山皇姑幔景区,0
141519,景谷,勐卧总佛寺,7
141519,景谷,普洱博物馆,6
141519,景谷,糯干,2
10427,漠河,北极村,779
10427,漠河,北红村,643
10427,漠河,黑龙江第一湾,538
10427,漠河,白桦林,335
10427,漠河,九曲十八弯,388
144219,沁源,灵空山,1
15306,钦州,钦州三娘湾风景区,129
15306,钦州,八寨沟,40
15306,钦州,七十二泾,16
15306,钦州,冯子材故居,30
15306,钦州,刘永福旧居,32
11247,长春,伪满皇宫博物院,989
11247,长春,净月潭国家森林公园,666
11247,长春,长影世纪城,582
11247,长春,南湖公园,571
11247,长春,长春电影制片厂(长影旧址博...,224
141532,砚山,大尖山景区,15
141532,砚山,听湖风景区,1
141532,砚山,书院街,2
141532,砚山,砚山浴仙湖景区,2
141532,砚山,尖山园,0
63070,马关,没有,0
10584,丹东,凤凰山,561
10584,丹东,大鹿岛,170
10584,丹东,虎山长城,290
10584,丹东,青山沟,215
10584,丹东,绿江村,308
