name,data-id
宾纳瓦拉,65397
菊川市,112466
小山町,172439
五岛市,145644
日立市,112216
大村市,112014
西海市,145652
南岛原市,145651
菊池市,112145
知立市,112274
马塔马塔,117566
莫图伊卡,117558
科罗曼德,10866
塔斯曼,117379
陶朗加,117529
派西亚,117422
克伦威尔,117549
奥玛拉玛,117434
北帕默斯顿,16138
蒙哥马利县(宾夕法尼亚州),185936
纽瓦克,136677
塔斯卡卢萨,126190
北安普顿县,185933
蒙哥马利,60255
新伦敦,127046
伊莎贝拉,119639
费耶特维尔,126339
费尔菲尔德县,136649
拜蒂克洛,113051
韦勒沃耶,146439
卡尔皮蒂耶,112997
哈伯勒内,113012
贝利赫欧亚,113050
阿鲁特格默,113070
哈普塔勒,113010
米欣特莱,112951
尼拉瓦利,112941
萩市,112241
船桥市,112257
安来市,111869
东村山市,112228
逗子市,111846
新宫市,63740
壮瞥町,111959
穂高岳,26301
町田市,170579
马尔堡,10880
皮克顿,117541
纳皮尔,117447
新普利茅斯,117444
霍克斯湾,10874
普纳凯基,117405
布伦海姆,117542
斯图尔特岛,65483
布拉夫,138871
华盛顿县(俄勒冈),185948
Salem,137629
美国离岛,184379
斯坦顿岛,65611
克利尔沃特,136684
伊萨卡,129372
帕洛斯韦尔德,65896
牛顿,137335
汉密尔顿,188195
瓦武尼亚,146444
马纳尔,112964
基图尔格勒,112983
安帕赖,146442
班德勒韦勒,113052
莫讷勒格勒,146441
卡塔拉加玛,112990
羽村市,112471
福生市,112304
秦野市,112242
厚木市,111844
习志野市,171743
宜野座村,145661
谏早市,112196
青梅市,112015
海老名市,112337
图朗伊,117364
中奥塔哥,140076
皮哈,117414
鲁阿佩胡,10872
哈黑,117568
汉默斯普林斯,117494
旺加努伊,117346
阿什伯顿,117554
杰拉尔丁,117556
布里瓦德县,186083
康特拉科斯塔,188174
罗克兰县,185957
新不伦瑞克,129142
雷德蒙市,138125
蒂顿,145158
艾姆斯,60235
康科德,65286
华盛顿县(犹他),185939
大和市,112348
伊势原市,112194
东村,145659
石卷市,112190
前桥市,65822
内子町,146260
寝屋川市,168746
宇和岛市,112313
宝塚市,111939
凯里凯里,117478
吉斯伯恩,117524
韦斯特波特,136130
马塔卡纳,117454
芒格怀,117459
奥雷瓦,117426
塞尔温,145784
马纳普里,117460
芒格努伊山,117530
索拉诺,188186
卡西亚,145162
布兰森,128757
奥黑尔国际机场,186263
普里茅斯,128416
亚历山德里亚,138022
门罗县,186110
麦基诺,139974
沃什特瑙县,186068
吉隆坡,11049
亚庇,19996
仙本那,28411
兰卡威,11051
槟城,15349
马六甲,11048
乔治敦,114830
新山,62040
热浪岛,11052
朝仓市,145692
福山市,135882
宗像,112335
八女市,145690
米原市,169874
米泽市,111861
西条市,112315
白石市,111965
三原市,112101
拉塞尔,117391
怀凯阿,145793
梅斯文,117450
图图卡卡,117363
豪克斯湾中部,145777
璜加雷,117550
奥波蒂基,117536
玛卡罗拉,117461
奥阿库尼,117546
蒂珀卡努县,186044
洛根国际机场,186275
育空-科尤库克,145143
登顿县,186119
班纳克,146815
比尤特,145156
阿尔法利塔,127398
亚历山德里亚,60263
约洛,186671
卡帕莱岛,19477
斗湖,63663
马布岛,16586
古晋,16584
美人鱼岛,30901
马达京岛,19995
停泊岛,17402
诗巴丹,19173
怡保,12050
明石市,111845
坂出市,112003
鹤冈市,111890
岩国市,112185
守谷,112082
津和野町,111888
相生市,112294
行桥市,111853
国头村,145658
加德满都,11275
博卡拉,16126
巴德岗,16127
奇特旺,22387
蓝毗尼,20312
纳加阔特,21390
卡斯基,139672
帕坦,61949
安纳普尔纳峰,17374
克鲁萨,145771
马纳瓦图－旺加努伊,139545
怀蒂昂格,117336
塔拉纳奇,140075
怀罗阿,117523
黑斯廷斯(新西兰),117493
哈韦拉,117520
米兰达,136117
马斯特顿,117525
帕罗奥图,126733
密德萨克斯,186710
本德堡县,186038
默瑟,186719
弗雷德里克,128296
博尔德,126922
蒙哥马利县,185924
杰佛逊县,186113
埃塞克斯县,139924
山打根,24062
刁曼岛,18201
浪中岛,26885
云顶,64906
布城,12052
金马伦高原,41502
波德申,19622
关丹,19453
邦咯岛,11050
东广岛市,112338
洲本市,111954
八潮市,145613
芝山町,111989
新居滨市,112047
赤穗市,112290
神栖市,112472
浜田市,112239
旭山动物园,19815
本迪布尔,65519
卢卡拉,63674
木斯塘,184637
萨朗科,146866
廓尔喀,117315
索拉哈,65485
奇提普,146861
马南,132243
坦森,64746
南怀卡托,145781
塔卡卡,117382
拉格伦,117404
泰鲁阿,117384
库劳,132241
里弗顿,145795
查塔姆群岛,145774
图阿塔皮里,145791
瓦纳卡湖,10884
霍华德,145136
巴恩斯特布尔,128355
瓦尔迪兹-科尔多瓦,140097
乔治王子县,186146
凯恩县,185954
亨利科县,186128
圣赫尔曼,119657
蒙哥马利县(弗吉尼亚州),188183
天宁岛,15923
八打灵再也,65920
哥打巴鲁,62042
斗亚兰,114875
文冬,114755
瓜拉登嘉楼,63678
峇都丁宜,114822
古达,66168
绿中海,38445
曼绒,144631
筑西市,112384
金武町,145657
上高地,28995
熊谷市,112125
磐城市,112186
北松浦郡,145639
东彼杵郡,145642
饭能市,112456
八女郡,145689
索卢坤布,139723
贾纳克布尔专区,146870
巴平,117304
萨恩库,146859
萨加玛塔国家公园,148384
纳拉扬嘉,146868
提米,146858
杜利克尔,62789
布加马提,146862
温顿,145796
TeTipua,145789
FiveRivers,145787
克莱德,117506
拉姆斯登,145788
帕拉帕拉乌姆,117419
普霍伊,146401
瓦科沃斯,117345
派罗阿,117532
盐湖城国际机场,186278
巴兰基塔斯,119622
马亚圭斯,147833
萨利纳斯,136240
尧科,147831
卡罗莱纳,119663
卢基约,119646
纳瓜沃,119650
庞塞,119654
士兆,114961
巴生,114773
美里,50593
丰盛港,66163
诗巫,114855
纳闽,49818
瓜拉姆达,144616
适耕庄,16583
麻坡,66164
朝仓郡,145691
常总市,112381
西彼杵郡,145645
砺波市,112402
平戸市,112220
气仙沼市,112146
松浦市,145643
壹岐市,145653
本庄市,112213
AnnapurnaConservationArea,148408
ShuklaphantaWildlifeReserve,148407
ParsaWildlifeReserve,148406
ApiNampaConservationArea,148409
干城章嘉峰保护区,148411
DhorpatanHuntingReserve,148415
BlackbuckConservationArea,148414
ManasluConservationArea,148413
KoshiTappuWildlifeReserve,148405
怀希,117533
奥托罗杭阿,145780
豪拉基,145779
达加维尔,117504
怀普,117354
奥波诺尼,117429
旺格罗阿,117338
芒格奴伊,117457
阿希帕拉,117519
科阿莫,147830
Luckenbach,130564
夏洛特阿马利亚,131416
洛伊萨,136239
斯诺霍米什县,186080
拉哈斯,147832
瓜尼卡,119634
图图伊拉岛,148820
马里考,147836
古来再也,144633
拉瑙,114784
亚罗牙也,144626
居銮,114767
民都鲁,66166
哥打士打,144614
玻璃市,57297
龟咯岛,25823
贝苏特,65320
大崎市,112339
宇土市,145718
宇城市,145717
松崎町,112103
宇陀市,112420
上尾市,112295
宫若市,112419
草加市,111957
湖西市,112383
GaurishankarConservationArea,148410
MakaluBarunNationalPark,148394
RaraNationalPark,148386
加雷帕蓝恰克,139881
帕诺提,146865
塔达帕尼,65923
LangtangNationalPark,148385
KhaptadNationalPark,148389
ShivapuriNagarjunNationalPark,148395
凯塔亚,117565
特库伊特,117544
旺格玛塔,117341
派卡卡里基,117423
陶马鲁努依,117570
格雷镇,117553
马丁伯勒,117555
里夫顿,117396
科灵伍德,132244
瓜亚马,147829
阿瓜迪亚,119620
马纳蒂,119647
多拉多,119630
亚武科阿,119661
卡沃罗霍,119626
哈尤亚,147835
艾沃尼托,147834
弗雷德里克斯堡,130846
龙运,144600
林梦,66165
西必洛,114787
加影,114839
沙白安南,139693
实必丹,66167
巴当帕当,144629
笨珍,144632
瓜拉江沙,144628
鞍手郡,145688
深谷市,112260
羽生市,112234
香芝市,112474
下益城郡,145715
玉名郡,145719
苇北郡,145714
鱼津市,111881
BardiyaNationalPark,148393
希-佛克桑多国家公园,148392
BankeNationalPark,148396
朗伊蒂基,145776
卡蒂卡蒂,117480
剑桥(怀卡托),136133
蒂阿瓦木图,117588
蒂阿罗哈,117586
陶波湖,10873
卡塔尼,117535
胡鲁努伊,145782
塞西尔县,186116
拉里默县,185966
柯林斯堡,126951
托尔兰,186668
纽卡斯尔县,186659
阿拉楚阿县,127101
斯坦尼斯劳斯,188159
卡利可镇,146817
金斯县,141007
野新,144627
乌鲁登嘉楼,144601
巴西马士,144620
礼让,144634
巴东得腊,144612
甘马挽,144599
福隆港,114756
山都望,114854
而连突,66162
因约,188168
本顿,65595
伯帝镇,146813
海滨市,186953
奥克兰公园,186956
科利尔县,186005
埃达县,145144
海伦,127467
班诺克,145148
百乐,144602
瓜拉立卑,144603
阿罗士打,114865
吉辇,144630
华玲,144617
宾厄姆,145157
邦纳,145152
科布县,186032
克拉克县,186017
斯图尔特,127355
利昂县,188147
马丁县,186008
圣露西县,186020
沃卢西亚县,185963
埃尔多拉多县,188150
里奇蒙,188162
图马卡科里卡门,145752
皮马,140100
巴克斯特,145117
布恩,145121
布拉德利,145122
韦德-汉普顿,145142
迪林汉姆,145139
开罗,11367
卢克索,11185
红海,48718
阿斯旺,51454
亚历山大,16708
吉萨,92674
赫尔格达,92678
阿布辛贝,92683
沙姆沙伊赫,65516
新德里,16120
孟买,16122
瓦拉纳西,16125
斋普尔,16123
阿格拉,18034
加尔各答,16121
焦特布尔,16922
班加罗尔,41393
乌代布尔,49966
海恩斯,63885
费尔班克斯国际机场,186248
克奇坎门,63886
科策布,147570
西阿留申,145141
哥伦比亚县,145132
迪沙,145125
波因塞特,145120
菲利普斯,145128
达哈布,92662
马特鲁,139923
苏伊士,92701
锡瓦,92644
努韦巴,92651
阿莱姆港,92692
法尤姆,92679
拉斯苏德尔,92646
巴哈利亚绿洲,144065
芽庄,16102
胡志明市,11053
岘港,16315
河内,11055
大叻,16359
潘切,65840
美奈,16105
会安,16104
富国岛,16379
金奈,18139
阿姆利则,27884
杰伊瑟尔梅尔,49971
克久拉霍,18038
拉贾斯坦邦,66018
印度北部,145702
菩提伽耶,64770
大吉岭,66037
马哈拉施特拉邦,66015
波克,145118
波普,145119
范比伦,145127
杰克逊县,145137
独立县,145126
富尔顿县,145130
富兰克林县,145131
格兰特县,145133
格林县,145134
塞加拉,146459
伊斯梅利亚,92675
伊斯纳,146523
伊德富,146524
阿莱曼,92682
阿里什,92681
塔巴,92643
马特鲁港,92653
达赫莱绿洲,92697
下龙湾,11057
顺化,16103
越南老街,65633
海防,23074
芒街,65837
头顿,11054
下龙市,65836
吉婆岛,16943
萨帕,131461
康坎,139671
瑞诗凯诗,147088
印度东部,145703
科钦,105638
达兰萨拉,23334
喀拉拉邦,66011
海得拉巴,18035
安达曼群岛,19214
斯利那加,66024
亨普斯特德,145135
邦德里,145149
坎宁,145163
艾塞克斯县,186662
博根县,186689
摩里斯,186713
汤姆斯河,129190
桑莫塞,186731
兰开斯特县,186143
阿布吉尔,146530
明亚,146462
罗塞塔,146531
奈特伦谷,146460
古赛尔,92669
贝尼哈桑,146463
阿马纳,146464
塔尼什,146461
费拉菲拉绿洲,146527
杨东镇,192497
西宁市,192251
太原市,191981
昆岛,49829
芹苴,131515
宁平,63640
海阳,21800
邦美蜀,26175
清化市,146635
帕纳吉,65663
列城,66025
卡纳塔克邦,66010
鹿野苑,147087
拉达克专区,66346
浦那,66029
迈索尔,65865
艾哈迈达巴德,66023
旁遮普邦,66017
道格拉斯县,186002
萨吉诺,128570
奥克兰县,186089
布恩,188192
杰克逊,139537
海伦娜,60236
联合县,186737
门罗县(纽约州),185927
克拉克默斯县,186134
哈里杰绿洲,146525
归仁,131465
三岛,131457
荣市,65839
莱州市,146634
谅山,65632
广义市,131467
绥和,131441
龙边郡,65838
北宁市,191993
马杜赖,40746
伽耶,64771
昌迪加尔,66021
奥兰加巴德,105734
查塔布尔,139780
德拉敦,105621
北果阿,139972
马图拉,66034
占西,147252
本顿县,185930
希尔斯伯勒(俄勒冈),137621
道芬县,186014
伯利恒(宾夕法尼亚),137639
科瓦利斯,129913
克里夫兰县,185945
汤普金斯县,185960
奥农多加县,186026
威斯特彻斯特县,186077
美萩,63641
茶荣,65842
吉海,139775
昆嵩,65644
朱笃,131511
藩朗,131474
边和,131518
槟椥,131519
昆山岛,192470
特里凡特朗,18036
西姆拉,18033
喜马偕尔邦,66345
哥印拜陀,105637
王舍城,147073
普什卡,63134
阿杰梅尔,66031
本地治里,66022
马马拉普拉姆,65318
福赛斯县,186011
巴特勒县,186074
庞蒂亚克,128563
英厄姆县,186047
瓦利县,145168
奥怀希,145146
杜佩奇县,186095
杰克逊县,186137
莱克县,186104
金瓯,65645
藩朗-塔占市,192011
河江,131493
团洲岛,192482
高平市,192272
永隆,131437
三歧市,131456
河仙,131492
迪石,131464
巴特那,66020
碧卡内,18037
古吉拉特,66009
西隆,18914
印度西部,145704
甘吉布勒姆,66033
埃尔讷古勒姆县,105590
亨比,147266
甘托克,105577
奥奈达,145147
林肯县,145167
古丁,145159
埃尔莫尔,145145
杰罗姆,145160
库特奈,145164
莱姆哈伊,145166
圣约瑟夫县,185999
迪比克,65573
朔庄,131460
高领,131514
奠边,65634
北河县,192479
和平市,192266
枚州县,131481
炉门镇,192476
保禄,131522
土龙木市,192302
科纳尔克,147247
梅加拉亚邦,66016
赖布尔,135694
贾尔冈,105536
普里,105316
乌塔卡蒙德,105213
古瓦哈提,105810
拉杰果德,105309
帕利塔纳,147256
罗克波特,65284
哈福德县,186131
汉普希尔县,188189
伦瑟母,65868
洛克兰,128420
利县,186125
巴尔的摩县,186035
约翰逊县,186029
奥拉西,128056
卡萨布兰卡,113734
马拉喀什,16077
舍夫沙万,113733
非斯,16078
拉巴特,113625
索维拉,66053
瓦尔扎扎特,113643
艾西拉,113764
梅克内斯,113663
波来古市,191996
同海市,192002
东河市,192278
龙川市,192008
奈尼塔尔县,105782
西里古里,105269
蒂鲁瓦纳马莱,105224
阿勒皮,105753
奥拉奇哈,105356
蒙纳,105384
哈夫洛克岛,105537
布莱尔港,105320
印多尔,66028
布恩县,186140
费耶特县,185951
伊斯顿(宾夕法尼亚),138234
阿尤恩,147574
伊夫兰,113691
廷吉尔,113572
塞拉,135913
萨菲,113622
伊尔富德,113703
米德勒特,113659
沃利迪耶,113645
塔鲁丹特,113584
德里久尔,105219
古尔马尔格,105562
坎格拉,139796
豪拉,66114
查谟,105534
坦加布尔,105236
蒂鲁奇奇拉帕利,105230
阿加尔塔拉,105760
库姆巴科纳姆,105440
拉腊,113671
杰迪代,113710
泰夫劳特,113605
塞夫劳,113620
MoulayBousselham,113655
胡塞马,113779
乌季达,113641
塔扎,147572
塔塔,135911
韦洛尔县,105189
甘尼亚古马里县,105496
巴雷利,105718
米里克,105395
库尔塞奥恩格,147071
泰兹普尔,147092
法塔赫布尔西格里,35499
噶伦堡,105511
拉梅斯瓦拉姆,147277
里萨尼,113623
艾兹鲁,113756
拜尔坎,147571
纳祖尔,113650
西迪伊夫尼,113615
迈哈米德,147573
蒂鲁马拉,147275
第乌县,105601
达曼县,147255
尼尔岛,105841
泰姬陵,16124
安拉阿巴德,66036
穆索里,105382
乔斯希马特,147089
乌塔尔卡斯希,105202
暹粒,15308
吴哥窟,10406
金边,15305
西哈努克,18671
洞里萨湖,25896
马德望,23012
贡布,62235
瓜隆岛,112610
白马市,65827
Kausani,105783
哈里瓦,105555
法泰赫普尔西克里,147086
法扎巴德,105589
戈勒克布尔,66035
科代卡纳尔,147278
拉尼凯特,147090
西尔欣德-法泰加尔,147077
戈格尔恩,105842
柏威夏,144566
菩萨,144576
波贝,112593
戈公,112597
干丹,144573
磅逊,112602
班迭奇马,146773
空邦龙,146772
拜林,112594
伦敦,11124
爱丁堡,11125
剑桥,14784
曼彻斯特,11127
牛津,16162
约克,11129
巴斯,11423
英国湖区,16202
伯明翰,11128
比德尔,147274
比贾布尔,147273
巴达米,147268
普杰,105687
门格洛尔,105406
Shravanabelagola,147265
坎努尔县,105670
科兰,105313
可瓦兰,105449
磅同,112600
磅克良,21962
Takeo,135887
柴桢,144572
上丁,144577
茶胶,144571
TbengMeanchey,146775
磅清扬,144568
磅湛,144569
利物浦,22621
格拉斯哥,25118
苏格兰高地,66349
布莱顿,18656
贝尔法斯特,11130
温莎,60673
纽卡斯尔,35567
加的夫,22317
诺丁汉,25010
瓦尔卡拉,105193
哈桑县,105553
兰契,105303
博尔本达尔,105322
达尔霍乌西耶,135698
昌巴县,105664
Bharmour,147081
韦拉瓦尔,147257
德瓦尔卡,147259
SenMonorom,112579
桔井,65643
班隆,146776
诗梳风,112578
波萝勉,144570
安隆汶,146774
乌栋,146760
谢菲尔德,60682
温德米尔,98391
怀特岛,25512
布里斯托,60566
科茨沃尔德,65336
比斯特,100630
利兹,60568
南安普敦,60569
因弗内斯,60656
麦罗肯机,147080
默纳利,147079
卡基尔,147083
Padum,147084
帕哈尔加姆,147082
库尔卢,105443
果塔延县,105450
桑吉,147253
均均乌恩,105528
坎特伯雷,10882
康沃尔,16738
切斯特,38311
斯特拉特福,26254
威廉堡,21982
考文垂,60567
斯旺西,24007
普利茅斯,16737
坎布里亚,63745
马尔加奥,105421
阿尔瓦尔,105749
戈恩达尔,147258
杰伊普尔,147249
奇陶加尔,66030
珀勒德布尔县,105698
纳姆奇,147074
Pelling,147075
科塔,66032
北约克,139596
圣安德鲁斯,60674
莱斯特,60677
南莱克兰,63746
西米德兰兹,139594
温莎-梅登黑德,139750
兰卡斯特,31871
格林尼治,65337
惠特比,19206
奔迪,105673
戈巴尔布尔,147248
布巴内什瓦尔,105688
朱纳格特,105524
曼杜,146808
帕奇马尔希恰恩特特,147254
瓜廖尔,66027
博帕尔,66026
贾姆讷格尔,147260
仰光,16113
曼德勒,16114
蒲甘,16112
敏建,139667
茵莱湖,59886
丹老,66152
内比都,50982
勃生,66147
额布里,114032
萨默塞特,138595
多佛尔,16203
水上伯顿,100567
达勒姆,60653
朴次茅斯,60571
斯特灵,60675
诺里奇,39642
林肯,60683
阿伯丁,60553
马泰兰,147261
萨姆巴尔普尔,147250
科希马,147093
巴夫那加尔,105695
纳西克,105368
吉登伯勒姆,147276
密支那,146654
东枝,66153
蒙育瓦,66151
勃固,66149
Bagan,146650
毛淡棉,146642
眉谬,63799
实皆,66150
实兑,146657
默西赛德,139797
格洛斯特,60672
卡莱尔,60671
奥本,99133
阿盖尔-比特,140044
斯劳,98781
萨里,140950
康威,64237
伊利,100058
景栋,146652
伊洛瓦底省,139803
良乌,146649
MraukU,146658
Lashio,114037
Hsipaw,114046
Kalaw,114044
端迪,146639
NayPyiTaw,114051
卢顿,23825
南约克郡,139749
索尔兹伯里,60651
波特里,99019
哈罗盖特,50616
奥克尼群岛,60694
巴拉,100743
安格尔西岛,65214
GrandTurk,124508
巴安,146643
Thanhlyin,114028
Inwa,146653
密铁拉,146651
维桑海滩,26915
东吁,114027
杰沙,146655
NyaungShwe,114026
瑞保,146656
伯克,139675
伯恩茅斯,60684
拜伯里,100631
东萨塞克斯,139535
赫特福德,99771
肯德尔,99649
泰恩-威尔,139714
伊斯特本,65338
布莱克浦,100608
卑谬,66148
霍斯,99806
斯坦利,18294
兰迪德诺,99443
南乔治亚岛,18293
布雷肯,100544
巴利卡斯尔,100730
彼得伯勒,19426
纽波特,99188
桑当,98864
马盖特,99338
拉伊,98907
柴郡,65209
汉普郡,139768
凯西克,99640
法夫,65215
阿伯福伊尔,100877
斯特罗姆内斯,146353
艾尔,100753
切尔滕纳姆,135519
赛伦塞斯特,100333
邓凯尔德,100132
克罗伊登,135512
豪士罗,99711
乔治墩,65234
萨克岛,101026
普罗维登西亚莱斯岛,124514
埃姆斯伯里,100822
西约克,139767
格伦芬南,60692
锡利群岛,146347
皮特洛赫里,99056
舍伯恩,98815
伍斯特,98352
林迪斯凡,146352
北康沃尔,139752
阿尼克,60693
长滩岛,10737
杜马盖地,29500
马尼拉,11073
宿务,16117
海豚湾,11074
邦劳,117935
锡基霍尔,65912
科伦,65927
科隆岛,39993
米尔顿凯恩斯,99274
霍利黑德,99727
卡伦德,100445
英国班夫,135538
马莱格,60688
波士顿,135532
鲍内斯温德米尔,100564
卡马森,100427
科尼斯顿,100281
马莱,139555
爱妮岛,17332
公主港,65911
塔比拉兰,65917
道伊斯,117985
马卡蒂,65905
拉普拉普市,117963
克拉克,20025
黎牙实比,19581
埃塞克斯,139538
安布尔塞德,100824
格拉斯米尔,99904
西萨塞克斯,139955
滕比,98612
切普斯托,100376
兰开夏,139588
Sandys,146992
威尔特,65213
民马罗巴,139569
卡利博,117966
道因,65910
莫阿尔博阿尔,117942
拉瓦格,117964
达沃,61970
达拉盖地,179294
洛克,146614
阿尼洛,141081
德内斯,100122
泰晤士河畔亨利,99776
赫姆岛,101047
德拉姆纳德罗希特,100149
韦勒姆,98491
圭纳斯,140048
奥尼治,99120
格拉斯顿伯里,99932
科尔切斯特,34840
碧瑶,38009
Mabalacat,139793
八打雁,65518
卡米金省,146625
苏比克,117916
栋索尔,117979
班塔延,65908
伊洛伊洛,117971
安吉利斯,65906
博尔顿,65335
丹弗里斯-加洛韦,139745
斯图尔特港,99015
特维德上游的贝里克,100640
Tarbert,135437
诺森伯兰郡,139746
布什米尔斯,100457
伍勒,98357
柯库布里,99585
布桑加岛,65928
皮纳图博山,39678
萨马尔岛,65903
吉马拉斯,118043
三宝颜,61971
巴科洛德,118026
大雅台,117913
维甘,117901
苏碧湾,38205
桑德兰,65334
霍特惠斯尔,99844
班戈（北爱尔兰）,100712
波特拉什,99018
圣彼得港,100897
奥尔德尼岛,209848
凯斯内斯,139764
巴茅思,100701
阿维莫尔,100763
卡加延-德奥罗,118006
南达沃,139872
马来巴来,146623
奎松,139986
卡莫特斯群岛,117931
民多洛岛,144526
基安甘,146606
塔克洛班,117914
卡拉潘,146612
达夫敦,100145
克里基厄斯,100236
Rothesay,135452
多尔盖罗,100166
布罗德福德,100518
Welshpool,98461
洛哈尔什教区凯尔高地,99562
波伊斯,143239
金尤西,99603
奎松,132358
纳瓦尔,146621
萨加达,146602
圣维森特,65916
帕古德普德,146601
库利昂,132357
伊利甘,146624
朗布隆,117926
塔利赛,117909
奥古斯都堡,99982
纽敦,99176
兰贝里斯,99455
兰戈伦,99431
波马利斯,100669
斯托诺韦,98691
兰韦尔普尔古因吉尔,99437
侏罗纪海岸,34773
安特里姆,100810
科雷希多尔,146589
卢克班,65914
洛翁,65915
孔波斯特拉,117991
马斯巴特,146609
阿拉米诺斯,118035
巴莱尔,118021
塔威塔威,65913
布湍,118009
霍伊岛,146354
阿伯里斯特威斯,100870
南艾尔,140050
托伯莫里,98566
泰恩,98640
珀斯-金罗斯,140043
梅尔罗斯,99309
阿勒浦,98521
巴利马尼,100725
那牙,117940
伊巴,146591
邦都,146603
廷拉延,146604
巴纳韦,146605
奥迪翁岸,146615
比拉克,146610
锡莱,146617
Escalante,146618
霍克斯黑德,99802
滨海萨福克,139748
泰特伯里,98609
法纳姆,100023
福伊,99977
纽基,99187
希舍姆,32520
马勒姆,99350
拉格比,98915
索索贡省,146608
马阿辛,146620
奇平卡姆登,100355
沃里克,65211
阿伦德尔,100794
拉科克,146346
佩恩斯威克,99098
大雅茅斯,99881
赫尔姆斯利,99783
金斯林,99611
邓斯特,100126
波士卡斯托,100575
贝弗利,100635
奇平诺顿,100354
肯特,139578
布德,100484
大莫尔文,99889
圣阿格尼丝,98902
萨福克（英格兰）,139765
巴森斯韦特,100941
科克茅斯,100303
CockburnHarbour,124510
阿勒代尔,140045
Paget,146990
多塞特,138594
达特茅斯,135509
SaintGeorge'sParish,146988
林顿,99361
圣艾夫斯,98886
斯里巴加湾市,66005
穆阿拉,139993
都东,145738
马来奕,145739
诗里亚,145741
斯凯格内斯,98791
布拉德福德,140046
卡斯尔顿,100403
什罗普,139756
劳斯,99384
廷塔杰尔,60670
格兰瑟姆,99906
特伦特河畔斯托克,98705
斯坦福德,98738
阿伯费尔迪,100878
埃尔金,100069
图克斯伯里,98606
海伯敦桥,99789
韦茅斯-波特兰,140031
凯里肯,99563
皮布尔斯,99086
浦耳,99039
莱姆里吉斯,99367
斯特拉斯佩弗,98674
盖尔洛赫,99955
韦茅斯,98430
达尔弗顿,100143
Kinlochleven,99601
博特夫加滕,100594
多诺赫,100158
埃夫伯里,100765
门迪普,140047
塔伯特,98631
利斯本,99482
卡申登,100208
库申多尔,100209
Hillsborough,99748
利马瓦迪,99488
唐帕特里克,147522
恩尼斯基林,100054
邓吉文,100133
纽里,99184
莱德伯里,99518
Smiths,146989
彭布罗克帕里什,146987
汉密尔顿,134449
瓦立克,146991
什罗普郡南,139758
马奇文洛克,99236
古利德维肯,146804
贝德福德,100626
奥平顿,99117
英格尔顿,101058
StKilda,146822
埃克塞特,100042
比加,100625
赫尔港,146349
杰德堡,99661
艾茅斯,100037
哈沃斯,99800
斯基普顿,98787
柯克沃尔,99576
巴尔金,100703
贝克斯利,100632
卡瑞克福格斯,100416
达格纳姆,100205
依尔福,99687
瑟斯克,98598
勒威克,99504
凯尔索,99651
帕兹托,99101
贝德格勒特,100663
Abersoch,100871
布罗德斯泰斯,100515
巴特尔,100678
奇切斯特,65339
林德赫斯特,99364
哈雷克,99833
蒙默思,99256
惠茨特布尔,98415
哈弗福韦斯特,99808
托特尼斯,98550
伯福德,100479
圣大卫,98891
蒙茅斯,140042
阿伯加文尼,100876
Tintern,101094
波特马多克,99028
普尔黑利,98989
科尔维尔,100309
盖茨黑德,99945
达灵顿,135510
赫克瑟姆,99765
克罗斯恩韦特,101059
大朗戴尔,100997
沃灵顿,98483
伊斯特伍德,100089
埃代尔村,100083
尚克林,98826
卡纳芬,100452
卡迪根,100431
长伊顿,99397
Llandovery,99446
拉恩,99529
赖厄德,98961
菲什加德,100000
因弗雷里,99679
达农,100130
法尔茅斯,100030
安格斯,140951
阿布罗斯,100805
斯通黑文,98698
巴拉特,100734
邓弗里斯,60696
威格敦,98406
伊尔弗勒科姆,99686
卡布里奇,100417
库罗斯,148094
昆斯费里,98987
斯特兰拉尔,98679
布劳蒂费里,100493
格拉摩根谷,143241
基里缪尔,99573
肯特威尔德,99146
布里真德,100537
卡菲利,100451
圣奥尔本斯,98901
兰德林多德威尔斯,99444
奈顿,99568
瓦伊河畔海伊,99798
克里克豪厄尔,100234
韦弗尼,139766
雷利,98974
朗达卡嫩塔夫,143245
贝特科德,100637
梅瑟蒂德菲尔,99303
班戈,100711
德比,100187
贝德福德,135535
皮克林,135459
纽卡斯尔,135466
诺福克,139637
特鲁罗,98535
彭里斯,135461
利兹城堡,32624
亚姆,100039
韦尔斯,135424
温莎城堡,16204
Plymouth,146810
都柏林,11132
科克,35264
本拉提,104822
高维,132091
约尔,104550
克莱尔郡,141650
威克洛,104552
利默里克,104662
基拉尼,104691
Castletownbere,104796
瓦伦西亚岛,104898
基尔基,104696
罗斯莱尔,104598
布瑞,104827
凯瑞郡,140062
班特里,104839
卡赫达尼,104818
伊尼什博芬岛,104934
斯莱戈,104584
基尔代尔郡,65444
瓦特维尔,104556
肯梅尔,104702
马拉海德,104653
莫维尔,104636
圭多尔,104744
康镇,104775
基尔卡,104699
莱特弗拉克,104664
朗德斯顿,104596
凯尔,104820
香侬,104911
卡斯尔巴,104803
罗斯克雷,104600
克洛纳基尔蒂,104782
韦斯特波特,104554
亚达尔,104888
基尔费诺拉,147520
特拉利,104567
卡里克马克罗斯,104808
卡洛,104812
恩尼斯科西,104738
劳斯郡,141651
卡灵福德,104813
德罗赫达,104758
米斯郡,140061
基尔肯尼,104695
巴纳赫,104841
邓加文,104748
斯奇博瑞恩,104588
恩尼斯凯里,104737
斯卡尔,104587
基利贝格斯,104687
金瓦拉,104673
特里姆,104565
